,topic,document
3903,14,Better than any classroom: The local primary school visits the park to help the kids stay active and learn about their beautiful backyard. 
3904,47,Old public swimming Pool: Now it seems to be mainly used by the ducks
3905,21,What a view!: A sanctuary in the middle of Werribee
3906,54,Choose your own adventure: We picked the shortest route for this trip as we had a toddler in tow and the sun was getting warm by mid-morning.
3907,29,View from the top: The view of the surrounding valley is pretty spectacular from here.  The hill is steep so it's a great workout if you need to get your heart rate up.
3908,5,"Extensive revegetation: Since the park was declared in 1972, a great deal of work has been done to restore the indigenous vegetation to the area. (See Parknotes)"
3909,15,Picnic table and seats: A lovely shady spot for lunch or a cuppa.
3910,42,"The Organ Pipes: More than a million years ago, lava from nearby volcanoes flowed into the area, cooled, hardened, then cracked, forming the columns that we see today. "
3911,4,"Popular walk for families with younger children: On our visit, we met at least 10 other children, which confirms that the walk is suitable for young ones too."
3912,26,Exploring Jacksons Creek: The shores of the creek is a good spot for young explorers.
3913,26,View upstream: The creek is cool and shady if you need a break from the heat of the sun.
3914,21,"Start walk at bridge, Bluff Road end, in clockwise direction: Notice the lake sign made from red gum.  Timber cutting for firewood was the reason St. Leonards was originally settled by Captain George Ward Cole."
3915,29,"Optional detour to Mount St Leonards, a short steep walk: From the top there are expansive views over the town, bay and surrounds. 

The hill was formed when the man-made lake was excavated."
3916,0,"Continue along the shaded track & notice the birds : Frequently there is active bird life - swamp hens, coots, cormorants.  Can you hear frogs?  

Distance markers are painted on the track."
3917,66,"Walk past the Sewerage Pump Station & take rest in the shade: Around the bend behind the native trees, the Sewerage Pump takes the town waste to the Portarlington Sewerage facility. 

Now you leave the wooded area and walk towards the Recreation Reserve."
3918,32,"Stroll through the 'Len Trewin Reserve': Len secured a 99 year lease when he & others started the cricket club in the 1940's.  A handmade wrought iron sign over an entrance can be seen from the road. 

Public toilets located here."
3919,11,Pass Cole St Reserve Hall & Clubrooms: This is a cluster of community facilities for recreation and service activities.  The long anticipated Men's Shed will be here when renovations are carried out.
3920,0,"Optional detour to see wetlands: Cross Cole Street with care. Here you will find tennis, bocce and a children's playground.  This area is popular in summer. "
3921,0,"Continue along the winding track: This wetland seasonally floods & attracts wading birds such as the Royal Spoonbill, herons & egrets. 

Watch for bike riders.
"
3922,37,"Cross McBeth St to the Native Flora display board: This board depicts the protected flora species in the Charles McCarthy Oval area.  This oval is used for sports training.

There is a bus shelter here but no seating."
3923,9,"Retrace your steps to rejoin the Lake Track: On the left, notice the Arboretum planted by St. Leonards Primary School in 1981, creating an area of native flora for the benefit of wildlife & the community. 

Pass the rear of the Bowling Club. "
3924,10,"Continue along Lake track clockwise: Join Murradoc Road, the main access road into St. Leonards.  Geese might greet you here.  The local rule is 'Give way to geese!'
  
The bus stop here has seating."
3925,0,"Follow track along McLeod St: This gives a viewing point to the oval across the lake. Common birds seen here are cormorants, water hens, coots and pelicans."
3926,11,"Notice the picnic facilities for rest, shade & shelter: There are 2 free electric BBQs in the shelter, tables, a playground & toilet facilities.  A convenient place to meet with family and friends."
3927,24,"Close by find an activity area: There is a skate park, basketball/netball rings & a sandpit area.  See the Murals on the Toilet Block, part of a community project in 2001."
3928,2,"Finish lake circuit at the bridge: To access the beach and foreshore, leaving the lake, cross Bluff Road with care.  Enjoy water views across Port Philip Bay and activity at the Boat Ramp."
3929,56,Elevation Graph for the Walk: It looks worse that it actually is.
3930,73,"A Joke Sign: The Grampians most inaccurate sign, I think. Iit’s actually about 1.4 km."
3931,0,"Emu: Dromaius novaehollandiae
"
3932,-1,"Milkmaids: Burchardia umbellata
"
3933,65,Waxlip Orchid: Glossodia major
3934,0,"Jacky Lizard: Amphibolurus muricatus
"
3935,29,"Flat Rock and Mount Zero Car Park: Where the walk starts. You can see the track up to Mount Stapylton.
"
3936,42,"Black Rock Skink: Egernia saxatilis - lost a bit of its tail
"
3937,0,Stumpy-tailed Lizard: Tiliqua rugosa
3938,5,Common Eutaxia: Part of the Grampians flora.
3939,5,Flowering Grass Tree: Xanthorrhoea
3940,42,Quartz Veins in Sandstone: Very old rocks.
3941,29,Mount Zero Olives: Well known brand of olive oil.
3942,29,"Top of Mt Zero: You can just see the cairn and surveyors mark
"
3943,6,"Iskra Crag: Looking Eastwards towards Stawell
"
3944,29,"Mount Zero 360° Panorama: Starting from North
"
3945,29,"Mount Arapiles: Looking Westwards
"
3946,29,"Black Range: Looking South-Westwards
"
3947,44,"Horsham and Green Lake: Looking North-Westwards
"
3948,29,Topograph on Mount Zero: An old topograph reset in a newer cairn.
3949,29,Cairn on Top of Mount Zero: Contains the topograph.
3950,29,"Mount Stapylton: You can also Hollow Mountain in the foreground. It is difficult to see.
"
3951,64,Wombat Creek reservoir: This reservoir is the water supply for Daylesford. The picnic area is on the former sawmill site. There are no toilets or drinking water
3952,60,"Tramway formation: The 4WD track visibly becomes a former tramway at about this point. The formation is dug into the steep hillside, which is unusual as such excavation was of course expensive"
3953,60,"Gully tracks: The tramway followed a different path in some of the gullys to the modern track. At locations such as this, the former tramway can be seen clearly on both sides of the gully"
3954,36,Sweeping curves: Some of the gullys are impressive. The broad views give some idea of the scope of the enterprise (the name of one of the sawmills)  of the men who lived an worked in these forests
3955,60,"end of the line: The former tramway formation is clear enough, but a securely locked gate bars the way. "
3956,12,"The Basin shopping centre: The Basin’s first shops were established in the 1920s, and the Progress Hall was erected in 1926. 
The present Mountain Hwy   shops date from 1965
"
3957,64,Wicks Reserve: Ferntree Gully Shire Council acquired 9 ha of land formerly owned by Edmund and Janet Wicks in 1942 as a reserve. The Wicks ’selected’ their land in 1873. Edmund died in 1880.  
3958,23,"Chandler oak: William Chandler planted an acorn beside Dobsons Creek in 1875 to mark the birth of his son, Archibald. Dobsons Creek has the highest ecological values of any City of Knox waterway. "
3959,67,"The Basin Theatre: Edna Chandler, wife of William Chandler’s grand-son Fergus, founded The Basin Theatre in 1954. The Chandler family  
donated land for the building in 1973."
3960,25,"Dandenong Creek: Dandenong Creek is of significance to the Aboriginal people as marking a ‘song-line’ placed by their creator spirit,    Bunjil. The creek crossing is a good spot for sighting wild-life."
3961,32,"The Stables: The former stables were located below the main homestead. A small tramway used to transport construction materials from the valley for the house terminated here.
"
3962,58,"Doongalla Homestead: Doongalla homestead was constructed in 1892 by Sir Matthew Davies, a well known land speculator in the 1880s land boom, who named the property ‘Invermay'. The house burned down in 1932. "
3963,69,Footbridge: An easy walk with well formed tracks.
3964,2,"Heyfield: At then end of your walk, check out  the country town of Heyfield - well worth a visit."
3965,0,Heyfield Wetlands Information Centre: The Wetlands Information Centre is the home of the Neville-Smith Timber Industries display and has a wide range of souvenirs.
3966,0,"Beautiful wetlands: Once the site of the Heyfield racecourse, the Wetlands are now the home to a number of different species of bird and animal life."
3967,14,"Penrose Promenade Community Centre: A fabulous community hub with excellent facilities and activities. Art and educational courses of children, tai-chi, music, cooking, cultural meet-ups.
Weekly walking group on Wednesdays 11.30am."
3968,37,"Goddard Street Sports Ground: Complete with BBQ, seats, shelter, a much loved and much used playground, sports oval and facilities. Busy on weekends!"
3969,10,"Camelot Drive Park: This park has a playground, seats and shelter."
3970,34,View from shelter: A pretty good view of the trees from here!
3971,0,Wetland views: The wetlands are an important habitat for birds and other wildlife. Plus it's a lovely place for a walk!
3972,39,Outdoor gym: There are several pieces of outdoor gym equipment dotted around the wetland.
3973,10,Derrimut Road: A bright little spot to have a seat if you need to take a rest.
3974,0,"Which birds can you spot?: Pelicans and ducks are regular visitors. You may spot cormorants and purple swamp hens too. Want to identify the birds you see? Check out this app (iPhone), also available for Android."
3975,10,"Seats and shelter: There are seats along the wetland, and shade. Very useful!"
3976,11,"BBQ, seats and shelter: Bring along a picnic or sausages for a BBQ. The park is good spot to meet your friends and neighbours too."
3977,37,"Meeree Reserve: This reserve has a playground, BBQ, seats and shelter. There's plenty of space for ball games, kite flying and general lounging or running around. Meeree means sun in the local Aboriginal language."
3978,2,Red Sand Garden: The Red Sand Garden is the first sight just outside the Visitor Centre
3979,6,Rockpool Waterway: The Rockpool Waterway is the only place that paddling is allowed.
3980,6,Waterhole Bridge: Waterhole Bridge is at the end of the Rockpool Waterway
3981,17,Serpentine Path: The Serpentine Path leads into the Arid Garden or up Gibson Hill
3982,5,Arid Garden: Grass trees (formerly called black boys) in the Arid Garden
3983,29,Gibson Hill: View from the top of Gibson Hill across the Red Sand Garden back to the Visitor Centre
3984,16,Weird & Wonderful Garden: Weird & Wonderful Garden
3985,16,Gondwana Garden: Gondwana Garden
3986,16,Casuarina Grove to Seaside Garden: Casuarina Grove to Seaside Garden
3987,0,Melaleuca Spits : Melaleuca Spits looking back to the Waterhole Bridge
3988,9,Howson Hill overlooking River Bend: Howson Hill overlooking River Bend
3989,25,River Bend: River Bend
3990,16,Water Saving Garden: Water Saving Garden
3991,16,Diversity Garden: Diversity Garden
3992,33,"Giddy up: It’s not uncommon to meet horse riders on the track as well as dog walkers, joggers and keen birdwatchers."
3993,0,"Walk through the wetland: Important to the Gunaikurnai nation for their basket-weaving properties is a wetlands mix of reeds, the home of numerous birds, frogs, insects and reptiles."
3994,60,"Historic railway: A key piece of infrastructure for the region was the introduction of the railway, signs of which are still evident on the rail trail."
3995,71,"Ned Stringer Memorial: In honour of the first European settler to find gold in what is now called Stringers Creek, this discovery is credited with starting the Walhalla goldrush."
3996,15,"Rose Garden: In bloom, this is a superb spot to close your eyes and breathe in the perfume of roses as you reflect on Toongabbie’s history."
3997,7,St David's Uniting Church: A beautifully cared-for 1895 building that features 13 different pressed metal designs on its internal walls is a great place for taking your breath away.
3998,36,Plenty of play space: The historic primary school has several areas dedicated to play time as well as an interpretative shelter that provides a historic map of the township.
3999,3,"What a grand stand: Constructed in celebration of the federation of Australia, this beautiful building on the Village Green is still used for sporting events and is adjunct to an excellent BBQ and picnic facility."
4000,61,"General Store: The General Store not only provides delicious food but has a collection of historic wagons and other farm machinery, as well as a wonderful place to picnic under the trees."
4001,78, Bridge takes you to Geelong Baseball Centre: Continue straight here
4002,49,Cobbin Farm Chapel: lovely old chapel and gardens
4003,2,Take the track on far side of chapel : Track on far side of chapel will loop back across the creek on the other side
4004,6,Track crosses back over the creek: Cross the creek here
4005,23,"creek close-up: native vegetation lines the creek
"
4006,5,"beautiful section of the creek: This section is particularly pretty, eg. this Eucalyptus tree with beautiful big spiky seed pods!"
4007,2,"Norman Beach: Well hidden by the healthy coastal flora, the Tidal River campground is at the far end of Norman Beach."
4008,2,"Coastline View: Leaving Norman Bay, the track hugs the coastline, providing views across Bass Strait to the horizon."
4009,2,Little Oberon Bay: Around the first headland is this sparkling view of the second beach on this walk. 
4010,2,"Little Oberon Bay: After leaving the beach, the walk continues along the coast on a compacted sandy track."
4011,2," Oberon Bay: Around the next headland, more beauty awaits. The campground is at the far end of this beach."
4012,42,Orange rocks : Xanthoria Parietina (Common Orange Lichen) give the granite boulders their distinctive colour. There is a shallow flowing river to cross here. 
4013,46,"The track: The track varies with the landscape, sometimes narrow, sometimes wide, sometimes flat and sandy, sometimes steep and rocky! "
4014,42,Granite boulders: A cluster of enormous boulders perched at the top of this peak. Imagine how old they are!
4015,2,View of Little Waterloo Bay: A breathtaking view of the East coast of the Prom.
4016,25,Boardwalk Track: Descending the sand dunes and over the swamps. Keep your feet dry thanks to the many boardwalk sections.
4017,2," Track to Little Waterloo Bay Beach: Love this part of the track, but can get a bit windy sometimes."
4018,2,"Little Waterloo Bay: Yes, its a gorgeous bay!"
4019,2,Little Waterloo Bay: At the southern end of the beach is this fresh water but it's not suitable for drinking.
4020,0,"Tiger Snake : The Prom does have a lot of snakes, and if you're lucky you might get to see one or two."
4021,21,Refuge Cove Campsite: You are here!
4022,69,Eltham Station underpass: Cross the tracks by going under the gloomy underpass. 
4023,19,The ugly car park: Don't be put off by the ugly car park and watch out crossing the road!
4024,60,"The path : Walk along Diamond St until you get to the path (gate in the fence), then you are set."
4025,0,"Eltham Central Park: If it's winter, you might even get the chance to stop and watch some local footy."
4026,35,"Eltham Trestle Bridge: The bridge was built in 1901 and is one of the last remaining on the Melbounre train network, it's a beauty!"
4027,0,"The Diamond Creek: The path snakes around the Diamond Creek (if you are very lucky, you might see a snake in summer)."
4028,44,"The Gate: I love this gate. Why is it there, what lies behind, does anyone know?"
4029,23,"The slippery path: The path is a bit slippery here in Autumn and Winter because of the fallen rotten leaves, but beautiful nonetheless."
4030,1,"The tree: Wonderful big tree. Also there are toilets nearby. Look out for signs and paintings from the ""Heidelberg School Artists Trail""."
4031,37,Wingrove Park: A nice clearing where there are often picnicners or people playing.
4032,60,Diamond Valley Railway  crossing: The first glimpse of the Diamond Valley Railway is the crossing on Main Rd.
4033,60,"Diamond Valley Railway steam train: There are lots a places to watch the trains, both diesel and steam engines. Better still, jump on and go for a ride, it is not expensive."
4034,31,"Como Park: Como Park is adjacent to the Yarra River.  The historic Como House is located on the grounds. It contains exercising equipment, playground, BBQ area, bike path  and plenty of space to kick the footy."
4035,31,South Yarra Station: South Yarra Station is easy accessible from any train as they all stop at South Yarra. Our walk start's at South Yarra Station so it is easy to get to.
4036,31,"Yarra River, walking trail: This is where the walking path along the Yarra River starts. This is such a nice part of the walk and one of the best key features. It it wheelchair/ pram friendly."
4037,75,"Jam Factory: The Jam Factory is full of shops, places to eat and the cinemas."
4038,75,Chapel Street: Chaple Street is full of unique shops and fine dining restaurants.
4039,56,Trams: Trams frequently run along Toorak Road.
4040,56,Trams: Trams frequently run along Chapel Street.
4041,21,River Red Gum: Look up and marvel at the wonderful twisting branches of an old River Red Gum.  It plays an important role in stabilising river banks.
4042,0,"Red Wattle Bird: If you spot one, notice what it is feeding on.  As a honeyeater it has a highly developed brush-tipped tongue adapted for nectar feeding.  It also eats berries and can catch insects in mid air."
4043,0,"Australian Wood Ducks: You are sure to see Australian Wood Ducks.  They form monogamous breeding pairs that stay together year round. They nest in tree holes, above or near water, often re-using the same site."
4044,0,"Kangaroo Apple: You can't mistake this plants kangaroo paw leaves.  The fruits were eaten by Aboriginal people, but only when very ripe, as they are said to be poisonous at other times."
4045,0,"Red Rump Parrot : Keep your eyes out for Red Rump Parrots.  They spend a great deal of time feeding on the ground, and often call to one another.  The male (front) is very colourful."
4046,43,"Maribyrnong river: A bluestone ford across the river gives you a chance to pause, enjoy the beautiful view, and listen to the sounds of the prolific birdlife."
4047,1,"You are not the first walker here: Archaeological studies have found that the Brimbank Park area is among the oldest known human-inhabited sites in Australia, with Aboriginal occupation extending back over 40,000 years. "
4048,0,"Taylors Creek: If you are lucky you might spot a long-necked tortoise with its nostrils barely above the shallows.  If it hears you, it will submerge for several minutes."
4049,46,"The upper trail: Most of the park is 55m below the surrounding plains.
An optional part of the walk ascends up to the edge of the park giving you wonderful views down to the parkland below.
"
4050,0,"Willie Wagtail: The Willie Wagtail is common in the park. You will probably see it doing what it loves the most, chasing insects."
4051,42,"River time: The river is very patient, and over time is has exposed layers of sandstone deposited here around 400 million years ago."
4052,0,"White faced heron (and Eastern egret): The heron feeds on fish, insects and amphibians. You might see it walking to disturb it's prey, searching among damp crevices or simply standing in the water and watching for movement."
4053,58,Dodd's Homestead: The park was operated as farmland by the Dodd family from 1860 to 1974.  This is the original Dodd homestead.
4054,14,Ruins of the old School house: Ruins of the old School house
4055,5,"Blue Box eucalypts: These trees are a botanical anomaly, found only here and in East Gippsland. They are obviously very old"
4056,42,Volcanic escarpments: The river cuts through the volcanic plain revealing the many layers of volcanic activity that have taken place over the last 5 million years or so.
4057,0,Abundant Bird Life: Here some of the local Red Rump Parrots
4058,44,The Old Ford: Supposedly where Hume and Hovell crossed the River in 1826.
4059,58,"CWA Gardens: CWA Gardens is home to the towns historic clock, originally housed in the historic Dookie Chataeu tower and cellars, built in 1889."
4060,29,"Mount Saddleback: The trail is set at the base of Mount Saddlback. To the South you can see Mount Major, Gentle Annie hill to the South East and to the West you will see St. Mary's Church, build in 1998. "
4061,12,Branch line: The branch line to Katamatite was constructed by the Yarrawonga Shire in 1890 and taken over by the Victorian Railways in 1892. The railway was closed in 1986 and the rails removed shortly after.
4062,0,Willy the Wombat: You might be lucky to spot this local resident whose den is under the road drain.
4063,0,"Various fauna and flora: including echidnas, blue tongue lizzards, kangaroos and even wedge tailed eagles."
4064,74,"O'Donnell Gardens: This where our walk begins, right next to cosmopolitan Acland Street, where you can stop for a meal, coffee and cake or pick up some souvenirs from the many gift shops."
4065,24,"Luna Park: Acclaimed as one of the world's oldest amusement parks, Luna Park has been an icon of St Kilda since it was opened in 1912 ."
4066,19,"The Palais: Cross Cavell St and wander along the Lower Esplanade.  Generations of Melbourne residents have come here to dance, listen to live music and even watch movies. "
4067,10,"Catani Arch: Built in 1916, it provides a great place to stop and enjoy the view and is a popular photo spot for wedding couples."
4068,13,"St Kilda Sea Baths: ou can stop for a swim, spa or seaweed wrap here or grab a bite to eat in one of the cafes or restaurants based here."
4069,1,"Mirka Mora Mosaic: Beautiful mosaic map of St Kilda by Mirka Mora, a Jewish refugee who came to Australia to avoid persecution during World War II."
4070,3,St Kilda Pier: home of the famous Kirby's Kiosk.  Beyond the kiosk is the breakwater - home to St Kilda's own penguin colony.  If you keep your eyes open around dusk you may see them swimming home to roost.
4071,11,"Catani Park: Catani Gardens, where you can stop for a picnic or a BBQ.  If you have the time, take a walk along the Esplanade towards Port Melbourne.  Look out for kite boarders on the bay."
4072,2,"The Upper Esplanade: The Upper Esplanade, which boasts fantastic views of Port Phillip Bay.  On Sundays there is an arts and crafts market here."
4073,74,"The Upper Esplanade 2: From here, you can continue along the Upper Esplanade until you return to O'Donnell Gardens, or on to Fitzroy Street, where you can enjoy the food, wine and great shopping that's on offer."
4074,13,Punting on the Ornamental Lake: Have a coffee and lunch at the cafe just near where the punt is available to take you on a trip around the lake
4075,8,"Pioneer Women's Memorial Garden: Victorian premier Thomas Argyle dedicated the garden in November 1934, and in June 1935, Lady Huntingfield and the president of Women's Centenary Council, Mrs I.H. Moss, unveiled two bronze plaques."
4076,55,The Arts Centre spire: The Arts Centre spire taken from the garden of the National Gallery of Victoria
4077,1,Kylie on Stage: 'Kylie on Stage' is an exhibition of fabulous costumes from Kylie Minogue's colourful career. 
4078,55,The National Gallery of Victoria stained glass ceiling: One of the most famous parts of the National Gallery of Victoria is the stained glass ceiling in the Great Hall. People used to lie on the floor to admire it!
4079,49,The Lych Gate: One of the many entrances to the Royal Botanic Gardens
4080,31,"Temple of the Winds: The temple was built in 1901 and sits on a hill overlooking The Yarra River.  It is built in grey masonry, is circular and has 10 columns to support it. 
"
4081,62,Government House: Government House is in a walled garden inside the Royal Botanic Gardens boundaries. The flag is full mast so the Governor is at home.
4082,49,Gardens House: Gardens House was once home to the Directors of the Royal Botanic Gardens.
4083,3,Sidney Myer Music Bowl: The Sidney Myer Music Bowl is a very large outdoor venue - home to Carols by Candlelight on Christmas eve.
4084,49,"Alexandra Gardens: Across St Kilda Rd from Hamer Hall, the Alexandra Gardens connect to Kings Domain, the Domain parklands and the landscaped Royal Botanic Gardens."
4085,58,"Princes Bridge: Built between 1886 and 1888, the bridge is of historical importance as it represents a boom period in Melbourne."
4086,31,The Yarra River from Princes Bridge: This view of the Yarra River shows Southbank with Eureka Tower dominating the landscape.
4087,44,The Ornamental Lake: A view of the Ornamental Lake close to The Terrace.
4088,44,Boathouse Cafe: Casual dining with a view! The cafe is open for brunch and lunch till 3pm. This photo is of the Boathouse Cafe viewed from the far end of the lake. 
4089,53,Small jetty: A lovely resting point to enjoy the serenity of the surroundings.
4090,8,John Egan's Cairn: Memorial erected to commemorate the 150th anniversary of the discovery of gold on this site.
4091,0,"Wombat Flat Mineral Spring: A lovely spot for a picnic, or to enjoy the mineral spring water!"
4092,13,Book Barn: The Book Barn is a great place to stop for a coffee break and a browse of the many used books on offer. 
4093,0,"Cormorants resting place: These might be Little Black Cormorants, who usually congregate in a flock."
4094,0,"Many kinds of ducks inhabit the lake: Ducks are commonly found in and around the lake. Some are quite tame as they are accustomed to people feeding them (but please don't feed them bread, try grains or seeds instead)."
4095,47,Historic change rooms and stone steps: There used to be a swimming pool in this area and the historic change rooms and stone steps are remnants of this time.
4096,0,View of the path: You'll hear birds chirping through this wooded area as it's full of bird life. Stop for a minute or two and you might even spot them!
4097,6,Decorative bridge : Continue your walk over this bridge to admire the wide variety of trees planted next to the lake.
4098,78,Path beside the bridge on Bleakley st: Continue your walk along this shaded path.
4099,15,Open grassy area: The perfect spot to enjoy the changing colours of autumn.
4100,5,Rambling wooded area: More examples of the shrub and bushes that you find in this local area.
4101,68,Rio Vista- Home of the Chaffey Brothers: The Rio Vista is Spanish for River View and was completed in 1892.
4102,9,Rustic native traill: This walks leaves the  grounds of Rio Vista and enters Cureton  Ave. Along this walk is a look out to view the majestic Murray River. 
4103,12,The Old Mildura Station Homestead: The building on this site is a re-creation of The Old Mildura Station Homestead which was built around 1850.
4104,12,"""Someday, the whole of Mildura will be as this garden,"" -George Chaffey: The Homestead garden later inspired George Chaffey to select Mildura as the site for his irrigation colony."
4105,12,"Mildura Homestead Cemetery: The Mildura Homestead Cemetery actually consists of two adjacent graves. One solitary grave stood in the Homestead Cemetery in Mildura, for nearly 40 years. "
4106,63,Entrance to where the Chaffey Women are buried: Just sit and relax in the quietness of this place as you journey back in time and feel the presence of our historians.
4107,68,In Honour of His Wife.: WB Chaffey erected this magnificent monument to honour his young wife. His wife Hattie was spoken of with affection and was well respected for her acts of kindness. 
4108,11,"BBQ Area: An electric BBQ is kept clean and is situated with water, picnic tables, under cover & concrete flooring. There is plenty of tables and more not shown so many people could be accommodated at the BBQ."
4109,39,Play Gym: A kiddies play gym is located close to the BBQ area so they can be kept an eye on whilst cooking
4110,24,"Skate Park: If you have a skate boarder, they will love the different jumps at the park."
4111,24,skate park: another view of the skate park jumps
4112,24,Skate park: More of the jumps
4113,6,Footbridge: There are a few creeks running in to fill the lake and footbridges are a feature..
4114,0,"Lake view: There is a wonderful lake that is different shapes and has a good deal of wildlife, including coots, ducks, and even fish species"
4115,32,"Toilet Block and Tourism Map: There is a brick toilet block that is well kept, clean and concrete floor.  It is located in easy walk from the carpark and BBQ area and wheelchairs are well catered for."
4116,78,"Wonderful footbridge : I have photographed people on this footbridge many times.. I some situations when the willows are in follage, it is very lush, it is shady and when in autumn, it has a mass of yellow "
4117,33,"Footbridge: At the side of the footbridge is a seat, rubbish bins and they even supply doogie poo bags if you are walking the dog and forget the bag to pick the doo up.."
4118,11,Bins and benches: There are many bins and benches all around the park and they are all in good order and well kept clean
4119,6,Old Railway Bridge: The re-located 1896 Murtoa Railway Station footbridge spanning the lake narrows
4120,44,Northern end view: There is a few lovely views or scenes around the lake
4121,41,"Platforms or Piers: There are two piers or platforms where you could launch a canoe or kayak but be careful as the water is deep in parts, a bouyancy vest would be needed."
4122,46,Well formed tracks: Well made tracks in some areas around the park
4123,46,Track at the Southern end of Rabl Park: The Track is very easy and quite well formed in some areas.
4124,0,"Loads of birdlife: There are tons of bird life nesting around the lake and with care, there are some very good photo opportunities"
4125,0,"Eastern Spinebill: The first stop on the ClimateWatch trail is the Eastern Spinebill. You will probably spot them around flowers, particularly fuchsias and correas."
4126,0,"Grey Fantail: Look for this little, dark grey bird. It usually has an agile but erratic flight, can you notice something different? "
4127,0,"Willie Wagtail: Follow the chirping of these birds. Can you hear them singing ""sweet-pretty-creatures""?"
4128,21,Firewheel Tree: This beautiful native tree on your left has striking red flowers. Are they out today?
4129,73,Jacaranda: Stop in at the mighty Jacaranda tree on the right. What stage of its annual life cycle is it up to? Don't forget to record what you see on the ClimateWatch app.
4130,73,"English Oak: This tree can be quite tricky to find, but if you spot it, record what stage of its annual cycle it is at. Leaves falling? Flowers opening? Submit your sightings on the ClimateWatch app"
4131,30,"Illawarra Flame Tree: An iconic Australian tree which flowers in spring. Scientists think that these trees and others might flower earlier due to climate change, so please record what you see."
4132,0,"Orchard Swallowtail Butterfly: From October through May, you will have the chance to spot their beautiful wings. Upload the image on ClimateWatch and help the science to save our environment. "
4133,73,Jewel Spider: Take a picture of a female and male Jewel spider. Females sit in the middle of the web and males can be found in the vegetation around the web. 
4134,13,Cardinia Cultural Centre: The Cardinia Cultural Centre is the perfect place to get something to eat at the end of the walk as there is a cafe.
4135,65,Lakeside Amphitheatre: The Lakeside Amphitheatre host several events throughout the year including Christmas Carols.
4136,0,"Meet the locals!: The lake is filled with ducks and swans. If you're lucky, you might see a whole family."
4137,4,Playground: A great place for children to play.
4138,11,"Barbecue Rotunda: There is a rotunda with barbecues, tables and public toilets. The perfect place to stop and have lunch."
4139,62,"Fountains: On a warm day, the fountains might be on. You can stand and watch the fountains."
4140,74,The Eastwood IGA shopping centre is a good start: The Eastwood IGA is a great place to start and finish as it has a good sized car park and provides amenities
4141,19,Safe road crossing: Cross the main road here
4142,39,exercise equipment: There is all manner of community exercise equipment around the oval
4143,33,Bairnsdale Vet: There is a Vet here
4144,54,Wide streets and footpaths: There are wide streets and footpaths for walkers and wheelchairs alike
4145,39,More exercise equipment: Have some fun with the exercise gear
4146,54,Well maintained lawns and gardens: The whole area is clean and well maintained especially the footpaths.
4147,17,Turn right off the footpath and onto the track: Turn here off the footpath and onto the track
4148,43,On the left there is another track: Take the track to the right and not across the road
4149,5,This tree seems to have a canoe cut from it: Is this a canoe mark cut from the tree?
4150,0,A small wetland area: There is a few ways to walk around the wetland here
4151,15,A rotunda for a picnic: There is time for a picnic stop here
4152,17,Through the walkway between the houses: There are loads of access points between the streets and houses
4153,0,Plenty of birds nesting here: Keep an eye out for nesting birds
4154,17,Walking  track runs between houses and parks: The main walking track runs between houses and parks
4155,18,A rural scene to admire: Take in some wonderful rural views whilst walking around the track
4156,0,Watch out for the birds: Loads of birdlife in the area
4157,63,A few rules: Just a few rules
4158,22,The track is a little steep around here: The track drops down into the creek and is steep around here or climbs sharply depending on which way you travel around the track
4159,68,The avenue: There is a freshly planted avenue of shrubs
4160,15,Picnic and rest stop: There are ample picnic spots
4161,0,A wetland view: A small wetland view
4162,10,More seating: More seating beside the track
4163,0,The wetland reeds are alongside: The track wanders through reeds on either side of the track
4164,25,The wooden boardwalk: The boardwalk crosses the wetland
4165,17,Tulaba Loop: The loop is a point where the Tulaba story is presented on a rock
4166,15,Picnic point: A wonderful place for a picnic under trees
4167,43,"Track splits: The track parts here, the left track heads up a steep rise to the roadway and the right heads to a park and picnic area with wetlands again"
4168,6,Heading back to the wooden causeway: Head back along from the loop to the wooden causeway over the wetlands
4169,0,A wetland view: Lovely wetland scenes
4170,0,One View: One wetland view
4171,0,2nd wetland view: Another wetland view
4172,10,"Car Park: For people with wheelchairs that have someone to pick them up, this is a perfect car park as it is not used and has tons of room"
4173,63,Street View: The wider street view along Howitt Avenue
4174,63,Howitt Avenue: The wider street view along Howitt Avenue
4175,74,Back to the Supermarket: The Eastwood IGA Supermarket
4176,23,Entrance gate to Sandy Point Conservation Area: Entrance gate to Sandy Point Conservation Area
4177,2,Million dollar views of The Strand: Sandy Point gives unique views to the real estate as well as Greenwich Bay
4178,3,Port of Melbourne from Sandy Point: Melbourne's new container terminal is visible with its colours of grey and orange from Sandy Point
4179,3,View over Hobsons Bay: View over Hobsons Bay with the container terminal on the left and Williamstown on the right.
4180,41,Mangroves with Newport Power Station in the background: Revegetated mangroves with Newport Power Station in the background
4181,48,Newport Boat Ramp: Newport Boat Ramp is popular with local boat owners
4182,32,Greenwich Baseball Reserve: Toilets are available at the Williamstown Wolves Baseball Club pavilion
4183,2,Hobsons Bay Coastal Trail walking/cycling path: Watch out for bike riders passing  Sandy Point. The bike path is very popular on sunny days.
4184,0,The Spit is popular with fishermen: The Spit is popular with fishermen
4185,71,Remains of Great Extended Hustler's Reef Goldmine - machinery foundations.: The mine opened in 1865 and closed in 1921. It was a kilometre deep and extended outwards up to 3 kms beneath Bendigo. The remains are the foundations for large mine machinery.
