,topic,document
3874,33,Firewheel Tree: Thi beautiful native tree on ymy left ha striking red flowers. Are they out today?
3875,33,"Flame Tree: An iconic ian tree which flower in spring. Scientist think that these tree and other might flower earlier due to cte change, so please record what you see."
3876,5,"English Oak: Thi tree can be quite tricky to find, but if you spot it, record what stage of it annual cycle it is at. leaf falling? Flower opening? Submit ymy sighting on the CteWatch app"
3877,5,: Thi giant tree is just past the cafe. s aren't related to other oak tree at all but are actually a species of Grevilla and are very popular with birds!
3878,1,"Lake: As you walk around the lake, look for birds. Dusky moorhens, black s, willie wagtails, and many other CteWatch species love thi beautiful spot."
3879,33,"Silver and n Christmas Bush: As the tip of Long nd you will find both of these native plants. Check to see if they are flowering, and be sure to smell the minty leaf of the VIC Christmas Bush"
3880,5,"Marri: The last stop on the CteWatch trail is the Western ian Marrus eucalypt. Check to see if it is flowering, or whether it is sporting ha any gumnut (known as honky nut in the west)."
3881,5,Native flower and bushes: There are plenty of native tree and flower planted just a few step back from the beach. There are a few area that are shady and away from the sand if you need refuge from the beach.
3882,0,"Walk, skate or scoot: It' great that the path for walker and cyclist are seted for most of the trail. The pedestrian trail is smooth, well maintained and clearly marked. Or you can simply walk along the beach!"
3883,2,"Beach as far as you can see: Beach with a lovely view of the sea. Read a book, have a nap, bring a picnic, build a sandcastle, go for a swim... the possibility are endless."
3884,62,Ship ahoy - playground: A fabulou wooden construction that look like a ship! Great for kid to cl and explore. Plenty of shade provided as well.
3885,1,"Information boards: Information board are great for telling you more about the area - the birds, genou culture, name of local plant etc."
3886,25,Barraimal () Constellation: The Constellation according to the Boon Wurrung people. More information available on nearby information boards.
3887,1,Black s: We saw a pair of canoodling black s!
3888,50,"Middle Baths: The legendary Ice Berger swimmer swim here. They swim all r around, even in winter! There is also a gym, steam room, cafe and restaurant - all hd in a lovely historic art deco building."
3889,36,"Royal Yacht Club and dog off lead area: Great view of the yacht from here. Thi is also a dog off lead area, though off lead time do change depending on the time of r."
3890,18,"Instion chairs: Take a seat and be inspired, reflect and celebrate! A nice touch - each chair ha a little plaque with a theme. Thi one' The Togethernes Chair"
3891,2,"Beach Boxes: The Beach Box are iconic. All painted in bright colours, they're popular with photographer and tourists. Some of the box have wonderful artwork painted on them too."
3892,51,Mosaic: A few piece of colourful mosaic can be found here.
3893,36,Drink for and legged walkers!: There are plenty of drinking s throughout the walk.
3894,16,"Good spot for a picnic lunch: Table and chair outside the old angling club, great spot to view the duck and other water bird"
3895,15,BBQ and Playground: Next to the footy ground is a great playground with BBQ facility
3896,36,Heaven for dog walking: There is plenty to keep even the most inquisitive dog occupied along the way.
3897,26,"Careful cng the busy road: Wait for green pedestrian s before cng, 't try to cros thi road without the traffic s."
3898,4,"View from bridge: Looking down onto the tranquil river below the busy bridge, make you wish you were a platypu living in peace."
3899,72,"Wide open spaces: Park is the perfect spot to run around, kick the footy or simply get away from it all."
3900,0,Connecting point with other walking tracks: You have lot of choice where to walk from here.
3901,4,Very cool new pedestrian bridge: New pedestrian bridge
3902,3,Coffee time?: Why not have a break and take the stairs/path up to one of the many cafe along Street
3903,48,Better than any classroom: The local primary school visit the park to help the kid stay active and learn about their beautiful backyard.
3904,50,Old public swimming Pool: Now it seem to be mainly used by the duck
3905,9,What a view!: A sanctuary in the middle of
3906,58,Choose ymy own adventure: We picked the est route for thi trip as we had a toddler in tow and the sun wa getting warm by mid-morning.
3907,19,View from the top: The view of the surrounding valley is pretty spectacular from here. The hill is steep so it' a great workout if you need to get ymy heart rate up.
3908,45,"Extensive revegetation: Since the park wa declared in , a great deal of work ha been e to restore the genou vegetation to the area. (See Parknotes)"
3909,16,Picnic table and seats: A lovely shady spot for lunch or a cuppa.
3910,38,"The Organ Pipes: More than a million rs ago, lava from nearby volcano flowed into the area, cooled, ed, then cracked, forming the column that we see today."
3911,6,"Popular walk for family with er children: On my visit, we met at least other children, which confirm that the walk is suitable for one too."
3912,23,Exploring s Creek: The shore of the creek is a good spot for explorers.
3913,23,View upstream: The creek is cool and shady if you need a break from the heat of the sun.
3914,70,"Start walk at bridge, Road end, in cwise direction: Notice the lake sign made from red gum. Timber cutting for firewood wa the reason St. Leonard wa originally settled by Captain George Cole."
3915,19,"Opl detmy to Mount St Leonards, a steep walk: From the top there are expansive view over the town, bay and surrounds. The hill wa formed when the man-made lake wa excavated."
3916,1,"Continue along the shaded track & notice the bird : Frequently there is active bird life - swamp hens, coots, cormorants. Can you hear frogs? Distance marker are painted on the track."
3917,37,"Walk past the Sewerage Pump Station & take rest in the shade: Around the bend behind the native trees, the Sewerage Pump take the town waste to the Sewerage facility. Now you leave the wooded area and walk to the Recreation Reserve."
3918,31,Stroll through the 'Len Trewin Reserve': Len secured a r lease when he & other started the cricket club in the 's. A handmade wrought iron sign over an entrance can be seen from the road. Public toilet located here.
3919,25,Pas Cole St Reserve & Clubrooms: Thi is a cluster of community facility for recreation and service activities. The long anticipated Men' Shed will be here when vation are carried out.
3920,49,"Opl detmy to see wetlands: Cros Cole Street with care. Here you will find tennis, bocce and a children' playground. Thi area is popular in summer."
3921,1,"Continue along the wng track: Thi wetland seasonally flood & attract wading bird such as the Royal Spoonbill, heron & egrets. Watch for bike riders."
3922,49,Cros McBeth St to the Native Flora display board: Thi board depict the protected flora species in the Charle McCarthy Oval area. Thi oval is used for sport training. There is a bu shelter here but no seating.
3923,0,"Retrace ymy step to rejoin the Lake Track: On the left, notice the Arboretum planted by St. Leonard Primary School in , creating an area of native flora for the benefit of wildlife & the community. Pas the rear of the Bowling Club."
3924,68,"Continue along Lake track cwise: Join Murradoc Road, the main acces road into St. Leonards. goose might greet you here. The local rule is 'Give way to geese!'s The bu stop here ha seating."
3925,1,"Follow track along McLeod St: Thi gife a viewing point to the oval acros the lake. Common bird seen here are cormorants, water hens, coot and pelicans."
3926,15,"Notice the picnic facility for rest, shade & shelter: There are free electric BBQ in the shelter, tables, a playground & toilet facilities. A convenient place to meet with family and friends."
3927,28,"Close by find an activity area: There is a skate park, basketball/netball ring & a sandpit area. See the Mural on the Toilet B, part of a community project in ."
3928,4,"Finish lake circuit at the bridge: To acces the beach and foreshore, leaving the lake, cros Road with care. Enjoy water view acros Port Philip Bay and activity at the Boat Ramp."
3929,0,Elevation Graph for the Walk: It look worse that it actually is.
3930,0,"A Joke Sign: The most inaccurate sign, I think. Iit’ actually about . km."
3931,-1,: Diu novaehollandia
3932,5,Milkmaids: Burchardium um
3933,69,Waxlip Orchid: major
3934,0,Jacky : Amphiboluru muricatu
3935,0,Flat Rock and Mount Zero Car Park: Where the walk starts. You can see the track up to Mount .
3936,5,Black Rock Skink: Egernium saxatili - lost a bit of it tail
3937,17,Stumpy-tailed : Tiliqua rugosa
3938,5,Common Eutaxia: Part of the flora.
3939,5,Flowering Gras Tree: Xanthorrhoea
3940,38,Quartz Vein in : Very old rocks.
3941,5,Mount Zero Olives: Well known b of olive oil.
3942,19,Top of Mt Zero: You can just see the cairn and surveyor mark
3943,19,Iskra Crag: Looking East to
3944,19,Mount Zero ° : Starting from North
3945,19,Mount Arapiles: Looking West
3946,12,Black Range: Looking South-West
3947,9,and Green Lake: Looking North-West
3948,19,Topograph on Mount Zero: An old topograph reset in a newer cairn.
3949,19,Cairn on Top of Mount Zero: Contain the topograph.
3950,19,Mount : You can also Hollow Mountain in the foreground. It is difficult to see.
3951,18,Creek : Thi is the water supply for . The picnic area is on the former sawmill site. There are no toilet or drinking water
3952,70,"Tramway formation: The WD track visibly become a former tramway at about thi point. The formation is dug into the steep hillside, which is unusual as such excavation wa of course expensive"
3953,70,"Gully tracks: The tramway followed a different path in some of the gully to the modern track. At location such as this, the former tramway can be seen clearly on both side of the gully"
3954,41,Sweeping curves: Some of the gully are impressive. The broad view give some idea of the s of the enterprise (the name of one of the sawmills) of the man who lived an worked in these s
3955,70,"end of the line: The former tramway formation is clear enough, but a securely ed gate bar the way."
3956,3,"The Basin shopping centre: The Basin’ first shop were established in the s, and the Progress wa erected in . The present Mountain Hwy shop date from"
3957,11,Wick Reserve: Shire Council acquired ha of land formerly owned by Edmund and Janet Wick in as a reserve. The Wick ’selected’ their land in . Edmund died in .
3958,14,"Chandler oak: William Chandler planted an acorn beside Dobson Creek in to mark the birth of hi son, Archibald. Dobson Creek ha the highest ecological va of any of waterway."
3959,14,"The Basin Theatre: Edna Chandler, wife of William Chandler’ g-son Fergus, founded The Basin Theatre in . The Chandler family ated land for the building in ."
3960,23,"Creek: Creek is of significance to the Aboriginal person as marking a ‘song-line’ placed by their creator spirit, . The creek cng is a good spot for sighting wild-life."
3961,70,The Stables: The former stable were located below the main . A small tramway used to transport construction material from the valley for the h terminated here.
3962,11,"Doongalla : Doongalla wa constructed in by Sir Matthew Davies, a well known land speculator in the s land boom, who named the property ‘Invermay'. The h burned down in ."
3963,0,Footbridge: An easy walk with well formed tracks.
3964,58,": At then end of ymy walk, check out the country town of - well worth a visit."
3965,14,Wetland Information Centre: The Wetland Information Centre is the home of the -Smith Timber Industry display and ha a wide range of souvenirs.
3966,14,"Beautiful wetlands: Once the site of the , the Wetland are now the home to a number of different species of bird and animal life."
3967,25,"Promenade Community Centre: A fabulou community hub with excellent facility and activities. Art and educal course of children, tai-chi, music, ing, cultural meet-ups. Weekly walking group on Wednesday .am."
3968,15,"Goddard Street Sport Ground: Complete with BBQ, seats, shelter, a much loved and much used playground, sport oval and facilities. Busy on weekends!"
3969,49,"Camelot Drive Park: Thi park ha a playground, seat and shelter."
3970,5,View from shelter: A pretty good view of the tree from here!
3971,14,Wetland views: The wetland are an important habitat for bird and other wildlife. Plu it' a lovely place for a walk!
3972,41,Outdoor gym: There are several piece of outdoor gym equipment dotted around the wetland.
3973,18,Road: A bright little spot to have a seat if you need to take a rest.
3974,1,"Which bird can you spot?: Pelican and duck are regular visitors. You may spot cormorant and purple swamp hen too. Want to identify the bird you see? Check out thi app (iPhone), also available for Android."
3975,18,"Seat and shelter: There are seat along the wetland, and shade. Very useful!"
3976,15,"BBQ, seat and shelter: Bring along a picnic or sausage for a BBQ. The park is good spot to meet ymy friend and neighbour too."
3977,15,"Meeree Reserve: Thi reserve ha a playground, BBQ, seat and shelter. There' plenty of space for ball games, kite flying and general lounging or running around. Meeree mean sun in the local Aboriginal language."
3978,2,Red Sand Garden: The Red Sand Garden is the first sight just outside the Visitor Centre
3979,50,Rockpool Waterway: pool Waterway is the only place that paddling is allowed.
3980,4,Waterhole Bridge: Waterhole Bridge is at the end of the Rockpool Waterway
3981,19,Serpentine Path: The Serpentine Path lead into the Arid Garden or up Hill
3982,5,Arid Garden: Gras tree (formerly called black boys) in the Arid Garden
3983,19,Hill: View from the top of Hill acros the Red Sand Garden back to the Visitor Centre
3984,7,Weird & Wonderful Garden: Weird & Wonderful Garden
3985,7,Gondwana Garden: Gondwana Garden
3986,2,Casuarina to Seaside Garden: Casuarina to Seaside Garden
3987,59,Spit : Spit looking back to the Waterhole Bridge
3988,34,Howson Hill overlooking River Bend: Howson Hill overlooking River Bend
3989,55,River Bend: River Bend
3990,7,Water Saving Garden: Water Saving Garden
3991,7,Diversity Garden: Diversity Garden
3992,36,"Giddy up: It’ not uncommon to meet horse rider on the track as well as dog walkers, jogger and keen birdwatchers."
3993,14,"Walk through the wetland: Important to the Gunaikurnai nation for their basket-weaving property is a wetland mix of reeds, the home of nume birds, frogs, insect and reptiles."
3994,53,"Historic railway: A key piece of infrastructure for the region wa the introduction of the railway, sign of which are still evident on the rail trail."
3995,73,"Ned Stringer Memorial: In honmy of the first European settler to find gold in what is now called Stringer Creek, thi discovery is crted with starting the goldrush."
3996,62,"Rose Garden: In bloom, thi is a superb spot to close ymy eye and breathe in the perfume of rose as you reflect on Toongabbie’ history."
3997,13,St David' Uniting Church: A beautifully cared-for building that feature different pressed metal design on it internal wall is a great place for taking ymy breath away.
3998,48,Plenty of play space: The historic primary school ha several area dcated to play time as well as an interpretative shelter that provide a historic map of the township.
3999,15,"What a g stand: Constructed in celebration of the of ia, thi beautiful building on the Village Green is still used for sporting event and is adjunct to an excellent BBQ and picnic facility."
4000,3,"General Store: The General Store not only provide deliciou food but ha a collection of historic wagon and other farm machinery, as well as a wonderful place to picnic under the trees."
4001,4,Bridge take you to Basll Centre: Continue straight here
4002,13,Cobbin Farm Chapel: lovely old chapel and garden
4003,19,Take the track on far side of chapel : Track on far side of chapel will loop back acros the creek on the other side
4004,66,Track cross back over the creek: Cros the creek here
4005,23,creek close-up: native vegetation line the creek
4006,5,"beautiful section of the creek: Thi section is particularly pretty, eg. thi Eucalyptu tree with beautiful big spiky seed pods!"
4007,2,"Norman Beach: Well hidden by the healthy coastal flora, the Tidal River campground is at the far end of Norman Beach."
4008,2,"Coastline View: Leaving Norman Bay, the track hug the coastline, providing view acros Strait to the horizon."
4009,2,Little Bay: Around the first headland is thi sparkling view of the second beach on thi walk.
4010,2,"Little Bay: After leaving the beach, the walk continue along the coast on a compacted sandy track."
4011,2,"Bay: Around the next headland, more beauty awaits. The campground is at the far end of thi beach."
4012,38,rock : Xanthorium Parietina (Common Lichen) give the granite s their distinctive colour. There is a sow flowing river to cros here.
4013,0,"The track: The track vary with the landscape, sometime narrow, sometime wide, sometime flat and sandy, sometime steep and rocky!"
4014,38,Granite s: A cluster of enormou s perched at the top of thi peak. Imagine how old they are!
4015,2,View of Little Waterloo Bay: A breathtaking view of the East coast of the Prom.
4016,27,Boardwalk Track: Descending the sand dune and over the swamps. Keep ymy foot dry thank to the many boardwalk sections.
4017,2,"Track to Little Waterloo Bay Beach: Love thi part of the track, but can get a bit sometimes."
4018,2,"Little Waterloo Bay: Yes, it a gorgeou bay!"
4019,2,Little Waterloo Bay: At the southern end of the beach is thi fresh water but it' not suitable for drinking.
4020,17,"Tiger Snake : The Prom do have a lot of snakes, and if you're lucky you might get to see one or two."
4021,26,Refuge Cove Campsite: You are here!
4022,4,Eltham Station underpass: Cros the track by going under the gloomy underpass.
4023,21,The ugly car park: 't be put off by the ugly car park and watch out cng the road!
4024,58,"The path : Walk along Diamond St until you get to the path (gate in the fence), then you are set."
4025,72,"Eltham Central Park: If it' winter, you might even get the chance to stop and watch some local footy."
4026,4,"Eltham Trestle Bridge: The bridge wa built in and is one of the last remaining on the Melbounre train network, it' a beauty!"
4027,17,"The : The path snake around the (if you are very lucky, you might see a snake in summer)."
4028,34,"The Gate: I love thi gate. Why is it there, what ly behind, do anyone know?"
4029,0,"The slippery path: The path is a bit slippery here in Autumn and Winter because of the fallen rotten leaves, but beautiful nonetheless."
4030,51,"The tree: Wonderful big tree. Also there are toilet nearby. Look out for sign and painting from the "" School Artist Trail""."
4031,15,Win Park: A nice clearing where there are often picnicner or person playing.
4032,26,Railway cng: The first glimpse of the Railway is the cng on Main Rd.
4033,65,"Railway steam train: There are lot a place to watch the trains, both diesel and steam engines. Better still, jump on and go for a ride, it is not expensive."
4034,21,"Como Park: Como Park is adjacent to the River. The historic Como H is located on the grounds. It contain exercising equipment, playground, BBQ area, bike path and plenty of space to kick the footy."
4035,53,South Station: South Station is easy accessible from any train as they all stop at South . my walk start' at South Station so it is easy to get to.
4036,52,"River, walking trail: Thi is where the walking path along the River starts. Thi is such a nice part of the walk and one of the best key features. It it wheelchair/ pram friendly."
4037,3,"Jam Factory: The Jam Factory is full of shops, place to eat and the cinemas."
4038,3,Chapel Street: Chaple Street is full of unique shop and fine dining restaurants.
4039,65,Trams: Tram frequently run along Road.
4040,65,Trams: Tram frequently run along Chapel Street.
4041,24,River Red Gum: Look up and marvel at the wonderful twisting branch of an old River Red Gum. It play an important role in stabilising river .
4042,1,"Red Wattle Bird: If you spot one, notice what it is feng on. As a honeter it ha a highly developed brush-tipped tongue pted for nectar feng. It also eat es and can catch insect in mid air."
4043,1,"ian Wood Ducks: You are sure to see ian Wood Ducks. They form monogamou breng pair that stay together r round. They nest in tree holes, above or near water, often re-using the same site."
4044,5,"Kan Apple: You can't mistake thi plant kan paw leaves. The fruit were eaten by Aboriginal people, but only when very ripe, as they are said to be poisonou at other times."
4045,1,"Red Rump Parrot : Keep ymy eye out for Red Rump Parrots. They spend a great deal of time feng on the ground, and often call to one another. The male (front) is very colourful."
4046,55,"river: A bstone ford acros the river gife you a chance to pause, enjoy the beautiful view, and listen to the sound of the prolific birdlife."
4047,52,"You are not the first walker here: Archaeological study have found that the Park area is among the oldest known human-inhabited site in ia, with Aboriginal occupation extending back over , rs."
4048,17," Creek: If you are lucky you might spot a long-necked tortoise with it nostril barely above the sows. If it hears you, it will submerge for several minutes."
4049,19,The upper trail: Most of the park is m below the surrounding plains. An opl part of the walk ascend up to the edge of the park giving you wonderful view down to the parkland below.
4050,17,"Willie Wagtail: The Willie Wagtail is common in the park. You will probably see it doing what it love the most, chasing insects."
4051,55,"River time: The river is very patient, and over time is ha exposed layer of deposited here around million rs ago."
4052,1,"White faced heron (and Eastern egret): The heron feed on fish, insect and amphibians. You might see it walking to disturb it' prey, searching among damp crevice or simply standing in the water and watching for movement."
4053,37,Dodd' : The park wa operated as farmland by the Dodd family from to . Thi is the original Dodd .
4054,40,Ruin of the old School h: Ruin of the old School h
4055,5,"B Box eucalypts: These tree are a botanical anomaly, found only here and in . They are obviously very old"
4056,38,Volcanic escarpments: The river cut through the volcanic plain revealing the many layer of volcanic activity that have taken place over the last million rs or so.
4057,1,Abundant Bird Life: Here some of the local Red Rump Parrot
4058,55,The Old Ford: Supposedly where and ll crossed the River in .
4059,7,"CWA Gardens: CWA Garden is home to the town historic c, originally hd in the historic Chataeu tower and cellars, built in ."
4060,19,"Mount Saddlck: The trail is set at the base of Mount Saddlback. To the South you can see , hill to the South East and to the West you will see St. Mary' Church, build in ."
4061,53,Branch line: The branch line to wa constructed by the Shire in and taken over by the n Railway in . The railway wa closed in and the rail removed ly after.
4062,31,Willy the : You might be lucky to spot thi local resident whose den is under the road drain.
4063,17,"Variou fauna and flora: including echidnas, b tongue lizzards, kan and even wedge tailed eagles."
4064,3,"O'nell Gardens: Thi where my walk begins, right next to cosmopolitan Street, where you can stop for a meal, coffee and cake or pick up some souvenir from the many gift shops."
4065,28,"Luna Park: Acclaimed as one of the world' oldest amusement parks, Luna Park ha been an icon of St Kilda since it wa opened in ."
4066,59,"The Palais: Cros Cavell St and wander along the Lower . Generation of resident have come here to dance, listen to live music and even watch movies."
4067,16,"Arch: Built in , it provide a great place to stop and enjoy the view and is a popular photo spot for g couples."
4068,2,"St Kilda Sea Baths: ou can stop for a swim, spa or seaweed wrap here or grab a bite to eat in one of the cafe or restaurant based here."
4069,51,"Mirka Mora Mosaic: Beautiful mosaic map of St Kilda by Mirka Mora, a Jewish refugee who came to ia to avoid persecution ng World War II."
4070,39,St Kilda Pier: home of the famou Kirby' Kiosk. Beyond the kiosk is the - home to St Kilda' own colony. If you keep ymy eye open around dusk you may see them swimming home to roost.
4071,15,"Park: Gardens, where you can stop for a picnic or a BBQ. If you have the time, take a walk along the to Port . Look out for kite boarder on the bay."
4072,2,"The Upper : The Upper , which boast fantastic view of Bay. On Sunday there is an art and craft market here."
4073,3,"The Upper : From here, you can continue along the Upper until you return to O'nell Gardens, or on to Fitzroy Street, where you can enjoy the food, wine and great shopping that' on offer."
4074,9,Punting on the Ornamental Lake: Have a coffee and lunch at the cafe just near where the punt is available to take you on a trip around the lake
4075,7,"Pioneer Women' Memorial Garden: n premier Thoma Argyle dcated the garden in November , and in June , Lady and the president of Women' Centenary Council, Mr I.H. Moss, unveiled two bronze plaques."
4076,11,The Art Centre spire: The Art Centre spire taken from the garden of the Nal Gallery of
4077,68,Kylie on Stage: 'Kylie on Stage's is an exhibition of fabulou costume from Kylie Minogue' colourful career.
4078,11,The Nal Gallery of stained glas ceiling: One of the most famou part of the Nal Gallery of is the stained glas ceiling in the Great . person used to lie on the floor to admire it!
4079,7,The Lych Gate: One of the many entrance to the Royal Botanic Garden
4080,34,"Temple of the Winds: The temple wa built in and sit on a hill overlooking The River. It is built in masonry, is circular and ha column to support it."
4081,7,Government H: Government H is in a walled garden inside the Royal Botanic Garden boundaries. The flag is full mast so the Go is at home.
4082,7,Garden H: Garden H wa once home to the Director of the Royal Botanic Gardens.
4083,57,Sidney Myer Music Bowl: The Sidney Myer Music Bowl is a very large outdoor venue - home to Carol by Candle on Christmas eve.
4084,7,"Alexandra Gardens: Acros St Kilda Rd from Hamer , the Alexandra Garden connect to King Domain, the Domain parkland and the landscaped Royal Botanic Gardens."
4085,4,"Prince Bridge: Built between and , the bridge is of historical importance as it represent a boom period in ."
4086,34,The River from Prince Bridge: Thi view of the River show with Eureka Tower dominating the landscape.
4087,9,The Ornamental Lake: A view of the Ornamental Lake close to The Terrace.
4088,9,Boath Cafe: Casual dining with a view! The cafe is open for brunch and lunch till pm. Thi photo is of the Boath Cafe viewed from the far end of the lake.
4089,63,Small jetty: A lovely resting point to enjoy the serenity of the surroundings.
4090,10,John Egan' Cairn: Memorial erected to commemorate the th anrsary of the discovery of gold on thi site.
4091,66,"Flat Mineral Spring: A lovely spot for a picnic, or to enjoy ral spring water!"
4092,3,Book Barn: The Book Barn is a great place to stop for a coffee break and a browse of the many used book on offer.
4093,1,"Cormorant resting place: These might be Little Black Cormorants, who usually congregate in a f."
4094,1,"Many kind of duck inhabit the lake: Duck are commonly found in and around the lake. Some are quite tame as they are accustomed to person feng them (but please 't feed them bread, try grain or seed instead)."
4095,50,Historic change room and stone steps: There used to be a swimming pool in thi area and the historic change room and stone step are remnant of thi time.
4096,1,View of the path: You'll hear bird chirping through thi wooded area as it' full of bird life. Stop for a minute or two and you might even spot them!
4097,4,Decorative bridge : Continue ymy walk over thi bridge to admire the wide variety of tree planted next to the lake.
4098,68,Path beside the bridge on Bleakley st: Continue ymy walk along thi shaded path.
4099,16,Open area: The perfect spot to enjoy the changing colour of autumn.
4100,37,Rambling wooded area: More example of the shrub and bush that you find in thi local area.
4101,61,Rio - Home of the Brothers: The Rio is Spanish for River View and wa completed in .
4102,52,Rustic native traill: Thi walk leaf the ground of Rio and enter Cur Ave. Along thi walk is a look out to view the majestic River.
4103,40,The Old Station : The building on thi site is a re-creation of The Old Station which wa built around .
4104,7,"""Soy, the whole of will be as thi garden,"" -George : The garden later inspired George to select as the site for hi irrigation colony."
4105,10,"Cemetery: The Cemetery actually consist of two adjacent graves. One solitary grave stood in the Cemetery in , for nearly rs."
4106,44,Entrance to where the Woman are buried: Just sit and relax in the quietnes of thi place as you journey back in time and feel the presence of my historians.
4107,10,In Honmy of Hi Wife.: WB erected thi magnificent monument to honmy hi wife. Hi wife Hattie wa spoken of with affection and wa well respected for her act of kindness.
4108,15,"BBQ Area: An electric BBQ is kept clean and is situated with water, picnic tables, under cover & concrete flooring. There is plenty of table and more not shown so many person could be accommodated at the BBQ."
4109,15,Play Gym: A kiddy play gym is located close to the BBQ area so they can be kept an eye on whilst ing
4110,28,"Skate Park: If you have a skate boarder, they will love the different jump at the park."
4111,28,skate park: another view of the skate park jump
4112,28,Skate park: More of the jump
4113,4,Footbridge: There are a few creek running in to fill the lake and foot are a feature..
4114,1,"Lake view: There is a wonderful lake that is different shape and ha a good deal of wildlife, including coots, ducks, and even fish species"
4115,31,"Toilet B and Tourism Map: There is a brick toilet b that is well kept, clean and concrete floor. It is located in easy walk from the carpark and BBQ area and wheelchair are well catered for."
4116,4,"Wonderful footbridge : I have photographed person on thi footbridge many times.. I some situation when the are in follage, it is very lush, it is shady and when in autumn, it ha a mas of yellow"
4117,36,"Footbridge: At the side of the footbridge is a seat, rubbish bin and they even supply doogie poo bag if you are walking the dog and forget the bag to pick the doo up.."
4118,16,Bin and benches: There are many bin and bench all around the park and they are all in good order and well kept clean
4119,4,Old Railway Bridge: The re-located Railway Station footbridge spanning the lake narrow
4120,9,Northern end view: There is a few lovely view or scene around the lake
4121,42,"Platform or Piers: There are two pier or platform where you could launch a canoe or kayak but be careful as the water is p in parts, a bouyancy vest would be needed."
4122,0,Well formed tracks: Well made track in some area around the park
4123,0,Track at the Southern end of Rabl Park: The Track is very easy and quite well formed in some areas.
4124,1,"Load of birdlife: There are ton of bird life nesting around the lake and with care, there are some very good photo opportunity"
4125,58,"Eastern Spinebill: The first stop on the CteWatch trail is the Eastern Spinebill. You will probably spot them around flowers, particularly fuchsia and correas."
4126,1,"Fantail: Look for thi little, dark bird. It usually ha an agile but erratic f, can you notice something different?"
4127,17,"Willie Wagtail: Follow the chirping of these birds. Can you hear them singing ""sweet-pretty-creatures""?"
4128,33,Firewheel Tree: Thi beautiful native tree on ymy left ha striking red flowers. Are they out today?
4129,5,Jac: Stop in at the mighty Jac tree on the right. What stage of it annual life cycle is it up to? 't forget to record what you see on the CteWatch app.
4130,5,"English Oak: Thi tree can be quite tricky to find, but if you spot it, record what stage of it annual cycle it is at. leaf falling? Flower opening? Submit ymy sighting on the CteWatch app"
4131,33,"Flame Tree: An iconic ian tree which flower in spring. Scientist think that these tree and other might flower earlier due to cte change, so please record what you see."
4132,51,"Orchard Swallowtail Butterfly: From October through May, you will have the chance to spot their beautiful wings. Upload the image on CteWatch and help the science to save my environment."
4133,1,Jewel Spider: Take a picture of a female and male Jewel spider. Female sit in the middle of the web and male can be found in the vegetation around the web.
4134,3,Cultural Centre: The Cultural Centre is the perfect place to get something to eat at the end of the walk as there is a cafe.
4135,69,: ide host several event throughout the r including Christmas Carols.
4136,1,"Meet the locals!: The lake is filled with duck and s. If you're lucky, you might see a whole family."
4137,6,Playground: A great place for child to play.
4138,15,"Barbe Rotunda: There is a rotunda with barbes, table and public toilets. The perfect place to stop and have lunch."
4139,19,"s: On a warm day, the s might be on. You can stand and watch the s."
4140,3,The Eastwood IGA shopping centre is a good start: The Eastwood IGA is a great place to start and finish as it ha a good sized car park and provide amenity
4141,26,Safe road cng: Cros the main road here
4142,41,exercise equipment: There is all manner of community exercise equipment around the oval
4143,36,Vet: There is a Vet here
4144,0,Wide street and footpaths: There are wide street and footpath for walker and wheelchair alike
4145,41,More exercise equipment: Have some fun with the exercise gear
4146,7,Well maintained lawn and gardens: The whole area is clean and well maintained especially the footpaths.
4147,0,Turn right off the footpath and onto the track: Turn here off the footpath and onto the track
4148,68,On the left there is another track: Take the track to the right and not acros the road
4149,5,Thi tree seem to have a canoe cut from it: Is thi a canoe mark cut from the tree?
4150,14,A small wetland area: There is a few way to walk around the wetland here
4151,16,A rotunda for a picnic: There is time for a picnic stop here
4152,0,Through the walkway between the hs: There are load of acces point between the street and h
4153,1,Plenty of bird nesting here: Keep an eye out for nesting bird
4154,0,Walking track run between h and parks: The main walking track run between h and park
4155,9,A rural scene to admire: Take in some wonderful s whilst walking around the track
4156,1,Watch out for the birds: Load of birdlife in the area
4157,0,A few rules: Just a few rule
4158,30,The track is a little steep around here: The track drop down into the creek and is steep around here or climb sharply depending on which way you travel around the track
4159,5,The avenue: There is a freshly planted avenue of shrub
4160,16,Picnic and rest stop: There are ample picnic spot
4161,14,A wetland view: A small wetland view
4162,18,More seating: More seating beside the track
4163,14,The wetland reed are alongside: The track wander through reed on either side of the track
4164,27,The wooden boardwalk: The boardwalk cross the wetland
4165,0,Tulaba Loop: The loop is a point where the Tulaba story is presented on a rock
4166,16,Picnic point: A wonderful place for a picnic under tree
4167,68,"Track splits: The track part here, the left track head up a steep rise to the roadway and the right head to a park and picnic area with wetland again"
4168,27,Heading back to the wooden causeway: Head back along from the loop to the wooden causeway over the wetland
4169,14,A wetland view: Lovely wetland scene
4170,14,One View: One wetland view
4171,14,nd wetland view: Another wetland view
4172,35,"Car Park: For person with wheelchair that have sne to pick them up, thi is a perfect car park as it is not used and ha ton of room"
4173,29,Street View: The wider street view along Avenue
4174,29,Avenue: The wider street view along Avenue
4175,3,Back to the Supermarket: The Eastwood IGA Supermarket
4176,43,Entrance gate to Sandy Point Conservation Area: Entrance gate to Sandy Point Conservation Area
